"","Comp.1","Comp.2"
"1",-4.51176966167069,-0.712655548854129
"2",0.956746631052824,-0.0975965946907264
"3",-11.8031312295301,2.14519652409649
"4",0.824740929419195,0.369920628460581
"5",0.50549263771838,0.565767692305737
"6",2.02446527968227,1.23285327784833
"7",1.69978627046599,1.38211866195989
"8",1.17774283904367,0.659915206965629
"9",1.76744327857855,0.143724108383272
"10",-0.847053875603739,-1.43430581237773
"11",-0.0142610940651761,-1.37990267020908
"12",2.27216835811105,-0.494891422190686
"13",-2.31242131551628,2.18060774751223
"14",3.41908450345537,-4.82323057398756
"15",2.53707682621774,0.0727841640747601
"16",2.32101440090073,0.396042597077349
"17",2.41089398361051,-0.017676851760811
"18",2.29892907140886,-0.488967179409058
"19",1.29625884627052,1.44313562840769
"20",-7.76511203453756,-0.937382375716733
"21",0.411982978260582,0.118717100395188
"22",2.27072340404164,-0.547743375004137
"23",2.43050741591309,-0.142436438932178
"24",0.708671853190321,0.541682179083757
"25",2.24114393571738,-0.663105143519809
"26",-1.94877512822198,-0.627785514384306
"27",-12.8504335487956,-0.348672110795881
"28",-0.699076486962569,1.11809634484319
"29",0.514051895053793,-0.643416252268176
"30",2.74054920289853,-1.80439804231328
"31",1.50946284214979,-0.531958130025842
"32",2.42358987025498,0.389684159620552
"33",-0.207300854746529,-0.32527222236915
"34",-1.02881483149173,-1.20954997076693
"35",-2.19916628325963,-0.703838975680915
"36",1.27477229530271,0.940110887635321
"37",-1.4721525115628,-1.06686420703722
"38",-2.69023669830939,-1.39264760334913
"39",1.80419182268957,0.0439817168545378
"40",-4.15099899776079,-0.738886381901617
"41",-2.03617974287136,-1.06379771803569
"42",-3.6894626674571,1.65012850401018
"43",2.17782311848532,-0.315496366489351
"44",-2.11802256096686,1.95115137142967
"45",1.44800528880512,-1.66102413744057
"46",-1.73768968075464,-0.613032385754622
"47",-2.38334422780285,1.18092612953708
"48",2.43685101716449,-0.142522253216503
"49",2.41210273646187,-0.567488915550454
"50",1.1941224658003,0.635477537601624
"51",2.45150535621188,-0.907845179630977
"52",0.671110858323177,-0.70525594153591
"53",-2.39401185717999,-0.150544876295463
"54",1.42030622369826,0.191559581797008
"55",1.70219706522486,-0.6424179075439
"56",1.62193447538717,-0.101078620586376
"57",-3.82179099312267,1.59899291161013
"58",2.81577404721507,-1.53019457874716
"59",1.78648457916799,-0.14545921670398
"60",2.39255901077656,1.07392899299309
"61",-0.574073728215389,1.42166323273028
"62",2.03277403964596,1.60225699703847
"63",1.60325619752275,-0.640411283592324
"64",1.48481955066715,-0.223059885819233
"65",-0.0342914498391961,-0.739843060947143
"66",0.421005887719422,2.10385915285753
"67",0.106944765817999,-1.13346583277999
"68",-6.73993541241119,-2.92997290321943
"69",-1.92394782772136,-0.388470706215516
"70",2.59708894463163,-0.238440474026759
"71",2.68400043911036,-2.6682212346256
"72",-2.98317094829918,-3.31500088057492
"73",2.44976014519629,-0.424706905434416
